"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"11351","DBShop(#10)","销售管理探索性测试模块(#345)","","利用极限测试法验证订单管理中连续单机的搜索操作","1.登录后台管理系统
2.点击销售管理
3.点击优惠规则","1. 左键点击搜索按钮100次
2. 右键点击搜索按钮100次
","1. 
2. 
","","","3","功能测试","
功能测试阶段","正常","0","1","2","通过","张家旺","2018-12-12","","0000-00-00","1","",""
"11350","DBShop(#10)","销售管理探索性测试模块(#345)","","利用质疑测试法验证订单管理下单时间填写的搜索操作","1.登录后台管理系统
2.点击销售管理
3.点击优惠规则","1. 始输入：2018-12-12
2. 终输入：2018-12-10
3. 点击操作
","1. 
2. 
3. 
","","","3","功能测试","
功能测试阶段","正常","0","1","3","通过","张家旺","2018-12-12","","0000-00-00","1","",""
"11349","DBShop(#10)","销售管理探索性测试模块(#345)","","利用质疑测试法验证订单管理订单总额填写的搜索操作","1.登录后台管理系统
2.点击销售管理
3.点击优惠规则","1. 始输入：100
2. 终输入：10
3. 点击搜索
","1. 
2. 
3. 
","1. 
2. 
3. 
","","2","功能测试","
功能测试阶段","正常","1","1","3","失败","张家旺","2018-12-12","","0000-00-00","1","",""
"11348","DBShop(#10)","销售管理探索性测试模块(#345)","","利用极限测试法验证订单管理订单号为空的搜索操作","1.登录后台管理系统
2.点击销售管理
3.点击优惠规则","1. 点击搜索操作
","1. 
","","","2","功能测试","
功能测试阶段","正常","0","1","1","通过","张家旺","2018-12-12","","0000-00-00","1","",""
"11340","DBShop(#10)","统计分析探索性测试模块(#344)","","强迫症测试法——对客户统计部分图表中的下单量和新增客户进行反复的点击","","1. 新增客户保持不变，点击下单量
2. 重复点击新增客户
3. 下单量不变，点击新增客户
4. 重复点击下单量
","1. 只显示新增客户
2. 
3. 只显示下单量
4. 
","","","3","功能测试","","正常","0","0","4","","廉千慧","2018-12-12","","0000-00-00","1","",""
"11337","DBShop(#10)","系统管理探索性测试模块(#351)","","指南测试法——根据DBShop给出的查看帮助说明对添加管理员进行验证","在DBShop后台已经登录情况下","1. 打开查看帮助说明，按照说明一步步添加管理员
","1. 
","","","3","功能测试","","正常","0","1","1","通过","宋晓倩","2018-12-12","","0000-00-00","1","",""
"11330","DBShop(#10)","系统管理探索性测试模块(#351)","","用地标测试法测试系统管理设置","登录状态下，点击系统管理，设置地标为（系统设置，性能优化，附件设置，客户设置，货币设置，支付设置，配送设置）","1. 点击系统管理——点击系统设置——点击性能优化——点击附件设置——点击客户设置——点击货币设置——点击支付设置——点击配送设置
2. 点击点击系统管理——性能优化——点击系统设置——点击附件设置——点击客户设置——点击货币设置——点击支付设置——点击配送设置
3. 点击系统管理——点击支付设置——点击性能优化——点击附件设置——点击客户设置——点击货币设置——点击系统设置——点击配送设置
4. 点击系统管理——点击配送设置——点击性能优化——点击附件设置——点击客户设置——点击货币设置——点击支付设置——点击系统设置
5. 点击系统管理——点击系统设置——点击性能优化——点击货币设置——点击客户设置——点击附件设置——点击支付设置——点击配送设置
","1. 
2. 
3. 
4. 
5. 
","","","3","功能测试","","正常","0","1","5","通过","孟雨轩","2018-12-12","孟雨轩","2018-12-21","2","",""
"11314","DBShop(#10)","系统管理探索性测试模块(#351)","","使用极限测试法测试测试系统管理中系统设置中的不同模块间转换","登录状态下，点击系统管理","1. 不断点击基本信息，内容信息间切换1000次
2. 不断点击基本信息，验证码设置切换1000次
3. 不断点击基本信息，邮件服务器切换1000次
4. 不断点击基本信息，商品设置间切换1000次
5. 不断点击基本信息，手机短信间切换1000次
6. 不断点击基本信息，二维码设置间切换1000次
7. 不断点击基本信息，统计设置间切换1000次
8. 不断点击基本信息，订单设置间切换1000次
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
","","","3","功能测试","","正常","0","0","8","","孟雨轩","2018-12-12","","0000-00-00","1","",""
"11309","DBShop(#10)","系统管理探索性测试模块(#351)","","极限测试法——验证删除管理员过程中多次切换确认删除和取消删除","在DBShop后台已经登录情况下","1. 点击某一管理员的删除操作，出现一个弹框，有两个可选项，连续切换100次
","1. 
","","","3","功能测试","","正常","0","1","1","通过","宋晓倩","2018-12-12","","0000-00-00","1","",""
"11304","DBShop(#10)","系统管理探索性测试模块(#351)","","使用极限测试法测试测试系统管理中的不同模块间转换","登录状态下","1. 点击系统管理——不断在系统设置和性能优化间点击1000次
2. 点击系统管理——不断在系统设置和附件设置间点击1000次
3. 点击系统管理——不断在系统设置和客户设置间点击1000次
4. 点击系统管理——不断在系统设置和货币设置间点击1000次
5. 点击系统管理——不断在系统设置和支付设置间点击1000次
6. 点击系统管理——不断在系统设置和配送设置间点击1000次
","1. 
2. 
3. 
4. 
5. 
6. 
","","","3","功能测试","","正常","0","0","6","","孟雨轩","2018-12-12","","0000-00-00","1","",""
"11293","DBShop(#10)","系统管理探索性测试模块(#351)","","地标测试法——验证添加新管理员的流程","在DBShop后台已经登录情况下","1. 先选择管理员分组，再添加管理员名称，再添加电子邮件，再添加登录密码，再添加确认密码，保存信息
","1. 信息保存成功，页面跳转到管理管理员页面
","","","3","功能测试","","正常","0","1","1","通过","宋晓倩","2018-12-12","","0000-00-00","1","",""
"11265","DBShop(#10)","系统管理探索性测试模块(#351)","","使用极限测试法测试添加货币小数位数填写","登录DBShop后，点击系统管理，点击提货币信息","1. 点击添加货币——小数位数填写“100”
","1. 提示“位数最大为6！”
","","","3","功能测试","","正常","0","1","1","通过","孟雨轩","2018-12-12","","0000-00-00","1","",""
"11250","DBShop(#10)","系统管理探索性测试模块(#351)","","验证添加管理员信息的过程中刷新（取消测试法）","在DBShop后台已经登录情况下","1. 点击系统管理，选择管理员设置中的管理员，点击某一管理员进行编辑操作，编辑过程中刷新
","1. 填写项未更改
","","","3","功能测试","","正常","0","1","1","通过","宋晓倩","2018-12-12","","0000-00-00","1","",""
"11227","DBShop(#10)","系统管理探索性测试模块(#351)","","验证多次添加管理员是否会出错（极限测试法）","在DBShop后台已经登录情况下","1. 点击系统管理，选择管理员设置中的管理员，点击添加新管理员（执行多次）
","1. 出现多次添加新管理员页面
","","","3","功能测试","","正常","0","1","1","通过","宋晓倩","2018-12-12","","0000-00-00","1","",""
"11199","DBShop(#10)","统计分析探索性测试模块(#344)","","反叛测试法——对统计分析这一模块的每一个日期选择部分进行探索性测试","","1. 在日期的起始日期上填写非法的或不符合规定的日期（例如：哈哈哈哈-哈哈-哈哈；1111-23-11；2a11-12-01）
2. 在日期的截止日期上填写非法的或不符合规定的日期（例如：哈哈哈哈-哈哈-哈哈；1111-23-11；2a11-12-01）
","1. 系统跳出弹框，提示日期不正确
2. 系统跳出弹框，提示日期不正确
","","","3","功能测试","","正常","0","0","2","","廉千慧","2018-12-12","廉千慧","2018-12-12","2","",""
"11159","DBShop(#10)","商品管理模块(#149)","","对特定商品标签的添加特定商品标签进行验证","","1. 点击添加特定商品标签
2. 选择标签类型“手机端首页商品”
3. 输入标签名称为“热卖品”
4. 点击保存标签信息
","1. 跳转到新加特定商品标签页面
2. 已选择类型为手机端首页商品
3. 输入框显示已输入内容
4. 跳转到特定商品标签页面，显示已添加信息
","1. 
2. 
3. 
4. 
","","3","功能测试","","正常","1","1","4","失败","范丽梅","2018-12-11","","0000-00-00","1","",""
"11140","DBShop(#10)","运营管理模块(#153)","","检验添加优惠券的开始时间中开始时间的基本功能","1.登录DBShop后台管理系统
2.点击运营管理
3.点击优惠劵
4.点击基本信息，输入名称：iphone
5.点击优惠规则，购物金额满100减10
6.点击开始时间输入2018年12月4日
7.点击结束时间输入2018年12月6日
8.勾选购物直接获取
9.勾选所有客户
10.勾选所有商品","1. 点击今天
2. 选择2018年12月4日
3. 选择2018年12月4日，点击确定
4. 点击清空按钮
5. 点击最上方按钮
6. 点击最上方《按钮
7. 点击最上方》按钮
8. 点击左下方的钟表按钮
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
","","","3","功能测试","","正常","0","1","8","通过","张家旺","2018-12-05","","0000-00-00","1","",""
"11139","DBShop(#10)","运营管理模块(#153)","","检验添加优惠券的获取规则中指定商品类型的基本功能","1.登录DBShop后台管理系统
2.点击运营管理
3.点击优惠劵
4.点击基本信息，输入名称：iphone
5.点击优惠规则，购物金额满100减10
6.点击开始时间输入2018年12月4日
7.点击结束时间输入2018年12月6日
8.勾选购物直接获取
9.勾选所有客户","1. 勾选所有商品
2. 勾选商品品牌
","1. 显示商品的分类
2. 显示商品的品牌
","","","3","功能测试","","正常","0","3","2","通过","张家旺","2018-12-05","","0000-00-00","1","",""
"11138","DBShop(#10)","运营管理模块(#153)","","检验添加优惠券的获取规则中指定客户组的基本功能","1.登录DBShop后台管理系统
2.点击运营管理
3.点击优惠劵
4.点击基本信息，输入名称：iphone
5.点击优惠规则，购物金额满100减10
6.点击开始时间输入2018年12月4日
7.点击结束时间输入2018年12月6日
8.勾选购物直接获取","1. 勾选所有客户
2. 勾选个性化客户组——普通会员
","1. 文本框显示所有客户
2. 文本框显示普通会员
","","","3","功能测试","","正常","0","1","2","通过","张家旺","2018-12-05","","0000-00-00","1","",""
"11137","DBShop(#10)","运营管理模块(#153)","","检验添加优惠券的获取规则中购物满的基本功能","1.登录DBShop后台管理系统
2.点击运营管理
3.点击优惠劵
4.点击基本信息，输入名称：iphone
5.点击优惠规则，购物金额满100减10
6.点击开始时间输入2018年12月4日
7.点击结束时间输入2018年12月6日
8.勾选购物直接获取","1. 输入购物满10元减
2. 输入购物满0元减
3. 输入购物满！！！减
","1. 提示保存成功
2. 提示保存成功
3. 提示输入错误
","1. 
2. 
3. 没有显示信息
","","3","功能测试","","正常","1","2","3","失败","张家旺","2018-12-05","张家旺","2018-12-11","2","",""
"11136","DBShop(#10)","运营管理模块(#153)","","检验添加优惠券的获取规则中获取方式的勾选","1.登录DBShop后台管理系统
2.点击运营管理
3.点击优惠劵
4.点击基本信息，输入名称：iphone
5.点击优惠规则，购物金额满100减10
6.点击开始时间输入2018年12月4日
7.点击结束时间输入2018年12月6日","1. 勾选购物直接获取
2. 勾选点击直接获取
3. 勾选注册直接获取
","1. 获取方式显示为购物直接获取
2. 获取方式显示为点击直接获取
3. 获取方式显示为注册直接获取
","","","3","功能测试","","正常","0","1","3","通过","张家旺","2018-12-05","","0000-00-00","1","",""
"11135","DBShop(#10)","运营管理模块(#153)","","检验添加优惠券的获取规则中结束时间的设定","1.登录DBShop后台管理系统
2.点击运营管理
3.点击优惠劵
4.点击基本信息，输入名称：iphone
5.点击优惠规则，购物金额满100减10
6.点击开始时间输入2018年12月4日","1. 点击今天
2. 选择2018年12月6日
3. 选择2018年12月6日，点击确定
4. 点击清空按钮
5. 点击最上方按钮
6. 点击最上方《按钮
7. 点击最上方》按钮
8. 点击左下方的钟表按钮
9. 结束时间为2017年12月6日
","1. 文本框中显示当前时间
2. 文本框显示2018-12-04
3. 文本框显示2018-12-04
4. 清空文本框时间
5. 减小一个月
6. 变小一年
7. 变大一年
8. 跳转到快速设置界面
9. 提示报错，不能超过开始时间
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 没有任何提示信息
","","3","功能测试","","正常","2","4","9","失败","张家旺","2018-12-05","","0000-00-00","1","",""
